Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
2000,1,1,15,30,143,643,454,145,685,475,-4,31.71992796,1008.25238,9.25955717,61.169783,0.810516224,0,160.1975708,0.415519983,0,,,,,,,,,,,,,,
2000,1,1,16,30,137,433,276,112,531,282,-3,28.91983423,1008.533936,12.06089271,71.36209782,0.834224616,0,323.8252563,0.164620653,0,,,,,,,,,,,,,,
2000,1,1,17,30,50,44,56,52,222,80,-4,25.36477129,1008.640137,13.6486632,82.85539418,0.85658486,0,336.0391541,1.07245028,0,,,,,,,,,,,,,,
2000,1,1,18,30,0,0,0,0,0,0,-4,24.11615262,1009.603027,14.24422683,95.17316499,0.87878372,0,345.2951965,1.936311126,0,,,,,,,,,,,,,,
2000,1,1,19,30,0,0,0,0,0,0,-5,23.22694925,1010.159729,14.62901407,108.0214055,0.902417256,0,353.7745361,2.683895111,0,,,,,,,,,,,,,,
2000,1,1,20,30,0,0,0,0,0,0,-5,22.36102274,1010.674133,15.26421163,121.2205439,0.928553761,0,359.0392456,3.198311567,0,,,,,,,,,,,,,,
2000,1,1,21,30,0,0,0,0,0,0,-5,21.4378682,1010.578735,16.21553486,134.653446,0.952577088,0,3.723609924,3.511839628,0,,,,,,,,,,,,,,
2000,1,1,22,30,0,0,0,0,0,0,-5,20.50579069,1010.614746,17.37036031,148.23942,0.984779048,0,8.004150391,3.686446428,0,,,,,,,,,,,,,,
2000,1,1,23,30,0,0,0,0,0,0,-4,19.55923583,1010.646545,18.87105794,161.9161603,1.023916053,0,11.6488266,3.716808796,0,,,,,,,,,,,,,,
2000,1,2,0,30,0,0,0,0,0,0,-4,18.65796508,1010.327942,20.85933778,175.5782998,1.064824838,0,16.27864075,3.620753765,0,,,,,,,,,,,,,,
2000,1,2,1,30,0,0,0,0,0,0,-3,17.84635324,1010.350342,23.22999893,170.5224643,1.105229284,0,22.3030014,3.494169235,0,,,,,,,,,,,,,,
2000,1,2,2,30,0,0,0,0,0,0,-2,17.23290398,1010.212769,25.15821221,156.8247836,1.141183922,0,31.39943695,3.495140076,0,,,,,,,,,,,,,,
2000,1,2,3,30,0,0,0,0,0,0,-2,16.75108247,1010.100281,26.81763206,143.1732469,1.171890034,0,41.50117874,3.467851162,0,,,,,,,,,,,,,,
2000,1,2,4,30,0,0,0,0,0,0,-1,16.3142252,1010.315002,28.91696463,129.6338023,1.202168407,0,52.58214951,3.336570024,0,,,,,,,,,,,,,,
2000,1,2,5,30,0,0,0,0,0,0,0,15.94068139,1010.427917,31.83706781,116.273379,1.238522988,0,65.19548035,3.201516867,0,,,,,,,,,,,,,,
2000,1,2,6,30,0,0,0,0,0,0,0,15.58863743,1011.021301,35.37696507,103.1836287,1.286933147,0,78.01760101,3.148572683,0,,,,,,,,,,,,,,
2000,1,2,7,30,0,0,0,1,0,1,1,16.61197658,1011.809692,35.81003079,90.4955378,1.348298853,0,89.41316986,3.180374146,0,,,,,,,,,,,,,,
2000,1,2,8,30,84,306,146,78,349,148,2,19.7835221,1012.746704,31.03251205,78.43921499,1.420352424,0,98.6672821,2.684937,0,,,,,,,,,,,,,,
2000,1,2,9,30,124,579,347,124,579,347,2,23.9218974,1013.257874,24.7643938,67.34956035,1.499621545,0,108.3238373,2.071278334,0,,,,,,,,,,,,,,
2000,1,2,10,30,151,695,521,151,695,521,3,28.99021458,1013.164978,19.77437598,57.80505179,1.569235564,0,121.5953369,2.278506517,0,,,,,,,,,,,,,,
2000,1,2,11,30,165,754,644,165,754,644,5,32.47095373,1012.207886,18.35641065,50.69664203,1.618449726,0,134.4674683,2.01106596,0,,,,,,,,,,,,,,
2000,1,2,12,30,172,778,701,172,778,701,5,33.88649817,1010.969849,17.34583147,47.14644198,1.648703263,0,149.7296143,1.491190672,0,,,,,,,,,,,,,,
2000,1,2,13,30,170,772,688,170,772,688,5,34.19557158,1010.017883,16.97331774,47.95442265,1.661203141,0,165.5025024,0.973587275,0,,,,,,,,,,,,,,
2000,1,2,14,30,161,736,605,161,736,605,5,33.66216626,1009.471924,17.27255354,52.92086552,1.673255164,0,194.7706909,0.494320214,0,,,,,,,,,,,,,,
2000,1,2,15,30,142,658,461,142,658,461,5,32.25404007,1009.020935,18.45657509,61.03578238,1.686901404,0,275.8135986,0.401662141,0,,,,,,,,,,,,,,
2000,1,2,16,30,110,509,274,110,509,274,5,29.91650451,1009.022461,20.88828088,71.22576599,1.690714352,0,316.8965759,0.898347855,0,,,,,,,,,,,,,,
2000,1,2,17,30,54,81,65,51,212,78,4,26.64678745,1009.587891,24.8536668,82.72014033,1.687062107,0,332.1137695,1.882841706,0,,,,,,,,,,,,,,
2000,1,2,18,30,0,0,0,0,0,0,4,25.46689981,1010.122498,25.37155185,95.04044625,1.673476228,0,339.7532959,2.857727289,0,,,,,,,,,,,,,,
2000,1,2,19,30,0,0,0,0,0,0,2,24.55493974,1010.973083,24.51523349,107.8918541,1.640043327,0,345.5874023,3.542670012,0,,,,,,,,,,,,,,
2000,1,2,20,30,0,0,0,0,0,0,1,23.51703669,1011.768982,23.36809831,121.0943646,1.584270487,0,353.8580017,3.806515217,0,,,,,,,,,,,,,,
2000,1,2,21,30,0,0,0,0,0,0,0,22.47818041,1012.049927,22.74641813,134.5306299,1.514410225,0,3.892211914,3.939059973,0,,,,,,,,,,,,,,
2000,1,2,22,30,0,0,0,0,0,0,0,21.48943486,1011.982727,22.80405434,148.1197313,1.450700367,0,13.16638184,4.001506805,0,,,,,,,,,,,,,,
2000,1,2,23,30,0,0,0,0,0,0,-1,20.54609061,1011.701782,23.52795465,161.7986207,1.397121607,0,20.96561432,3.978826284,0,,,,,,,,,,,,,,
2000,1,3,0,30,0,0,0,0,0,0,-1,19.64447682,1011.482239,24.60444158,175.4533585,1.352063367,0,27.7400856,3.906766415,0,,,,,,,,,,,,,,
2000,1,3,1,30,0,0,0,0,0,0,-1,18.79547515,1011.062683,25.98342731,170.617287,1.315206948,0,34.19361877,3.796810865,0,,,,,,,,,,,,,,
2000,1,3,2,30,0,0,0,0,0,0,0,17.96736779,1010.736145,27.65239512,156.9204303,1.287788113,0,39.33058929,3.578487873,0,,,,,,,,,,,,,,
2000,1,3,3,30,0,0,0,0,0,0,0,17.27404926,1010.554382,29.3717221,143.2647792,1.269179236,0,43.97140884,3.30942297,0,,,,,,,,,,,,,,
2000,1,3,4,30,0,0,0,0,0,0,0,16.72316167,1010.214294,31.00308157,129.7196307,1.252785898,0,48.80183029,3.05615449,0,,,,,,,,,,,,,,
2000,1,3,5,30,0,0,0,0,0,0,0,16.29446474,1010.690613,32.6531815,116.3520802,1.242764394,0,54.22174835,2.828784466,0,,,,,,,,,,,,,,
2000,1,3,6,30,0,0,0,0,0,0,0,15.89424238,1011.295898,34.55513067,103.2534333,1.236367647,0,60.69857407,2.641855478,0,,,,,,,,,,,,,,
2000,1,3,7,30,0,0,0,1,0,1,0,16.96876323,1011.976013,33.53480752,90.55390021,1.232885177,0,67.4940033,2.468834639,0,,,,,,,,,,,,,,
2000,1,3,8,30,81,320,145,78,352,148,1,20.28761,1012.915466,28.20468083,78.48278685,1.233906805,0,72.20176697,1.939393878,0,,,,,,,,,,,,,,
2000,1,3,9,30,125,586,351,125,586,351,1,24.37987707,1013.565308,22.2383923,67.37311955,1.237408527,0,71.4128418,1.297440171,0,,,,,,,,,,,,,,
2000,1,3,10,30,152,704,527,152,704,527,0,29.46686407,1013.294434,15.59645167,57.80155499,1.242280971,0,60.95771027,1.031471729,0,,,,,,,,,,,,,,
2000,1,3,11,30,167,765,652,167,765,652,0,32.71322855,1012.628784,13.04901292,50.65821402,1.245685625,0,32.58029175,0.558453619,0,,,,,,,,,,,,,,
2000,1,3,12,30,173,790,711,173,790,711,1,33.82073016,1011.25116,12.50476778,47.06900912,1.243695035,0,330.029541,0.52974546,0,,,,,,,,,,,,,,
2000,1,3,13,30,172,785,699,172,785,699,1,33.93120926,1010.308044,12.41186617,47.8437438,1.236131403,0,311.5142822,0.892682612,0,,,,,,,,,,,,,,
2000,1,3,14,30,163,750,616,163,750,616,0,33.14001381,1009.495911,12.89632518,52.79019231,1.219909076,0,312.8413086,1.334083915,0,,,,,,,,,,,,,,
2000,1,3,15,30,144,673,472,144,673,472,0,31.57883567,1009.00238,13.84884131,60.89699098,1.200269998,0,318.1126709,1.767787933,0,,,,,,,,,,,,,,
2000,1,3,16,30,112,525,282,112,525,282,0,29.2981771,1009.223267,15.33344463,71.0857478,1.171791456,0,325.8131409,2.205204964,0,,,,,,,,,,,,,,
2000,1,3,17,30,58,76,68,53,226,82,0,25.84964917,1009.361328,17.79405373,82.58212348,1.13471115,0,334.4237061,2.916670561,0,,,,,,,,,,,,,,
2000,1,3,18,30,0,0,0,0,0,0,-1,24.34076024,1009.839417,17.82677799,94.90573026,1.091775732,0,342.0826416,3.524726868,0,,,,,,,,,,,,,,
2000,1,3,19,30,0,0,0,0,0,0,-2,23.31217166,1010.450317,17.21699851,107.7609274,1.045813576,0,349.2853699,3.799253702,0,,,,,,,,,,,,,,
2000,1,3,20,30,0,0,0,0,0,0,-3,22.24277879,1010.801636,17.01681554,120.967322,1.003582005,0,357.5158691,3.690762758,0,,,,,,,,,,,,,,
2000,1,3,21,30,0,0,0,0,0,0,-4,21.2659536,1010.679565,17.26290553,134.4073662,0.975528757,0,6.351463318,3.529816866,0,,,,,,,,,,,,,,
2000,1,3,22,30,0,0,0,0,0,0,-4,20.39483399,1010.684265,17.87633346,147.9998993,0.965005198,0,15.1140213,3.383721352,0,,,,,,,,,,,,,,
2000,1,3,23,30,0,0,0,0,0,0,-4,19.59821675,1010.212219,18.62841527,161.6810151,0.968663979,0,23.49320984,3.245437145,0,,,,,,,,,,,,,,
2000,1,4,0,30,0,0,0,0,0,0,-4,18.82071219,1009.900696,19.53612762,175.3269399,0.98356898,0,31.735672,3.10337615,0,,,,,,,,,,,,,,
2000,1,4,1,30,0,0,0,0,0,0,-4,18.10671563,1009.833862,20.50361219,170.7087032,1.006644369,0,39.16670227,2.959672451,0,,,,,,,,,,,,,,
2000,1,4,2,30,0,0,0,0,0,0,-4,17.43575689,1009.730347,21.37084701,157.0134656,1.035469753,0,41.585186,2.770337105,0,,,,,,,,,,,,,,
2000,1,4,3,30,0,0,0,0,0,0,-4,16.81266018,1009.624878,22.14618808,143.3535829,1.043726538,0,42.59075165,2.533404827,0,,,,,,,,,,,,,,
2000,1,4,4,30,0,0,0,0,0,0,-5,16.2459446,1009.404846,22.83358175,129.8024393,1.041340616,0,44.59465408,2.278558016,0,,,,,,,,,,,,,,
2000,1,4,5,30,0,0,0,0,0,0,-5,15.74172903,1009.877136,23.46581903,116.4273839,1.031151046,0,47.34699631,1.965335727,0,,,,,,,,,,,,,,
2000,1,4,6,30,0,0,0,0,0,0,-5,15.29113439,1010.459412,24.10676926,103.3193908,1.01359077,0,49.2769165,1.623009801,0,,,,,,,,,,,,,,
2000,1,4,7,30,0,0,0,1,0,1,-5,16.40277444,1011.410217,22.38529462,90.60830135,0.988353784,0,47.38326263,1.281778336,0,,,,,,,,,,,,,,
2000,1,4,8,30,81,313,144,79,358,150,-5,20.021924,1012.459045,17.81081488,78.52137086,0.956216603,0,51.78857803,0.961892486,0,,,,,,,,,,,,,,
2000,1,4,9,30,127,549,339,126,596,355,-5,23.91600096,1013.217346,14.0014006,67.39098944,0.933860489,0,58.98387909,0.593901277,0,,,,,,,,,,,,,,
2000,1,4,10,30,157,653,506,153,716,535,-5,29.37103693,1013.253906,10.3050166,57.79161604,0.913264204,0,269.529541,0.304782897,0,,,,,,,,,,,,,,
2000,1,4,11,30,181,693,621,168,778,662,-4,31.91777566,1012.467407,9.179293002,50.61268106,0.896266259,0,255.6602936,0.833244145,0,,,,,,,,,,,,,,
2000,1,4,12,30,195,716,684,175,803,723,-4,32.91380525,1010.975586,8.618411489,46.98420459,0.876896681,0,259.1405029,1.102591991,0,,,,,,,,,,,,,,
2000,1,4,13,30,171,781,697,173,800,712,-4,33.12372608,1010.154602,8.36403555,47.72612332,0.856837833,0,264.7876587,1.244219899,0,,,,,,,,,,,,,,
2000,1,4,14,30,174,694,596,164,765,629,-5,32.49988575,1009.262329,8.497943115,52.65360679,0.836536754,0,275.5933838,1.339046359,0,,,,,,,,,,,,,,
2000,1,4,15,30,147,633,457,146,689,482,-5,31.04641528,1008.513367,9.107479278,60.75350537,0.827315749,0,286.3748779,1.415974975,0,,,,,,,,,,,,,,
2000,1,4,16,30,141,426,281,114,540,290,-5,28.57970099,1008.561157,10.38405627,70.9421519,0.822289356,0,299.213501,1.579615831,0,,,,,,,,,,,,,,
2000,1,4,17,30,59,85,71,55,238,86,-5,24.95969278,1008.780945,12.66916898,82.44145981,0.822703369,0,316.2909546,2.071428776,0,,,,,,,,,,,,,,
2000,1,4,18,30,0,0,0,0,0,0,-6,23.63033813,1009.248169,13.33881549,94.76912514,0.829176639,0,329.6063843,2.597987175,0,,,,,,,,,,,,,,
2000,1,4,19,30,0,0,0,0,0,0,-6,22.69852883,1009.864258,13.83095524,107.6287283,0.841550183,0,339.9931335,3.021953821,0,,,,,,,,,,,,,,
2000,1,4,20,30,0,0,0,0,0,0,-6,21.79656814,1010.473572,14.35864137,120.8395107,0.860679583,0,349.1884766,3.129062653,0,,,,,,,,,,,,,,
2000,1,4,21,30,0,0,0,0,0,0,-6,20.92540458,1010.859497,14.87321913,134.2837362,0.871088745,0,358.0547791,3.119667768,0,,,,,,,,,,,,,,
2000,1,4,22,30,0,0,0,0,0,0,-7,20.10798942,1010.992004,15.37456686,147.8799847,0.886417196,0,6.690887451,3.118775606,0,,,,,,,,,,,,,,
2000,1,4,23,30,0,0,0,0,0,0,-7,19.36571836,1011.154175,15.8164877,161.5633608,0.903271574,0,14.51854706,3.129901171,0,,,,,,,,,,,,,,
2000,1,5,0,30,0,0,0,0,0,0,-7,18.6751254,1011.203857,16.24207104,175.1989119,0.920804583,0,22.2610321,3.143357992,0,,,,,,,,,,,,,,
2000,1,5,1,30,0,0,0,0,0,0,-7,18.04879849,1011.312561,16.69872138,170.7963339,0.9352409,0,29.30516434,3.164569616,0,,,,,,,,,,,,,,
2000,1,5,2,30,0,0,0,0,0,0,-7,17.44133299,1011.00647,17.07885972,157.1036939,0.945266485,0,31.20661163,3.166721344,0,,,,,,,,,,,,,,
2000,1,5,3,30,0,0,0,0,0,0,-8,16.87587106,1011.021301,17.45615062,143.4395083,0.93952998,0,31.78302002,3.145495415,0,,,,,,,,,,,,,,
2000,1,5,4,30,0,0,0,0,0,0,-8,16.32644286,1010.772461,17.81718498,129.8821031,0.925409828,0,34.0797348,3.098689079,0,,,,,,,,,,,,,,
2000,1,5,5,30,0,0,0,0,0,0,-8,15.82543894,1011.107422,18.17184769,116.4991837,0.903374448,0,37.83153915,2.97841692,0,,,,,,,,,,,,,,
2000,1,5,6,30,0,0,0,0,0,0,-8,15.35560863,1011.608154,18.56838977,103.3814117,0.879290774,0,41.32338715,2.798776627,0,,,,,,,,,,,,,,
2000,1,5,7,30,0,0,0,1,0,1,-8,16.44698989,1012.286682,17.14737083,90.65833003,0.854302032,0,44.61582947,2.567187309,0,,,,,,,,,,,,,,
2000,1,5,8,30,81,311,143,79,361,151,-8,20.06052089,1013.012024,13.67674612,78.55491491,0.826573684,0,48.56633759,2.087581873,0,,,,,,,,,,,,,,
2000,1,5,9,30,128,549,339,126,600,357,-8,23.91129661,1013.593079,10.8042382,67.40313834,0.810361384,0,48.20459747,1.427172303,0,,,,,,,,,,,,,,
2000,1,5,10,30,165,626,499,153,721,538,-9,28.75798543,1013.401672,7.600930773,57.77522433,0.790933021,0,23.49154663,1.391215444,0,,,,,,,,,,,,,,
2000,1,5,11,30,179,698,623,169,784,667,-9,31.38448172,1012.56311,6.493395311,50.5600549,0.769720106,0,358.428894,1.658253193,0,,,,,,,,,,,,,,
2000,1,5,12,30,192,723,687,175,809,729,-8,32.23613959,1011.554199,6.515523063,46.89206011,0.751801885,0,344.4039917,1.816010356,0,,,,,,,,,,,,,,
2000,1,5,13,30,172,779,698,174,806,718,-8,32.3123183,1010.751648,6.789574675,47.6016154,0.739317006,0,336.1438599,2.000761032,0,,,,,,,,,,,,,,
2000,1,5,14,30,172,704,601,165,771,635,-8,31.60328715,1010.172302,7.217419685,52.51118746,0.729191128,0,338.145874,2.260128498,0,,,,,,,,,,,,,,
2000,1,5,15,30,137,681,472,147,696,488,-7,30.20294796,1009.956604,7.911545093,60.60542239,0.709497077,0,343.9041748,2.460886955,0,,,,,,,,,,,,,,
2000,1,5,16,30,141,439,286,115,548,295,-7,27.94758134,1010.266602,9.075600023,70.79508496,0.685819609,0,350.7343445,2.646495104,0,,,,,,,,,,,,,,
2000,1,5,17,30,56,83,68,57,248,90,-7,24.34642449,1010.565002,11.28387442,82.29825811,0.659801761,0,356.4775696,3.065375328,0,,,,,,,,,,,,,,
2000,1,5,18,30,0,0,0,0,0,0,-7,22.9172965,1011.522217,12.18439845,94.63073872,0.634897895,0,0.345230103,3.636745691,0,,,,,,,,,,,,,,
2000,1,5,19,30,0,0,0,0,0,0,-8,21.98958035,1012.378113,12.68804552,107.4953587,0.616433679,0,2.42791748,4.077575684,0,,,,,,,,,,,,,,
2000,1,5,20,30,0,0,0,0,0,0,-8,21.00715286,1012.93811,13.32763532,120.7110227,0.611312627,0,5.382408142,4.117702484,0,,,,,,,,,,,,,,
2000,1,5,21,30,0,0,0,0,0,0,-8,19.99556326,1012.986877,13.78500832,134.1598181,0.604458873,0,15.51068878,3.911268711,0,,,,,,,,,,,,,,
2000,1,5,22,30,0,0,0,0,0,0,-9,19.01651137,1012.529968,13.97715036,147.7600429,0.58682098,0,23.47960663,3.620895624,0,,,,,,,,,,,,,,
2000,1,5,23,30,0,0,0,0,0,0,-9,18.11699392,1012.30426,14.20812647,161.4456679,0.589558583,0,23.84828186,3.312408686,0,,,,,,,,,,,,,,
2000,1,6,0,30,0,0,0,0,0,0,-9,17.3338705,1012.106079,14.54846066,175.0691341,0.61680213,0,22.58826447,3.251904964,0,,,,,,,,,,,,,,
2000,1,6,1,30,0,0,0,0,0,0,-10,16.64154142,1012.005188,14.96680848,170.8797799,0.61867863,0,24.55355072,3.319076777,0,,,,,,,,,,,,,,
2000,1,6,2,30,0,0,0,0,0,0,-10,15.96378504,1011.98999,15.38309303,157.1909149,0.585464991,0,28.04268265,3.453312159,0,,,,,,,,,,,,,,
2000,1,6,3,30,0,0,0,0,0,0,-10,15.2831823,1011.675659,15.71952983,143.5224042,0.548265883,0,33.93678284,3.485964298,0,,,,,,,,,,,,,,
2000,1,6,4,30,0,0,0,0,0,0,-10,14.60878842,1011.536926,16.03632796,129.9584975,0.523828502,0,40.3194313,3.396637201,0,,,,,,,,,,,,,,
2000,1,6,5,30,0,0,0,0,0,0,-11,14.00991129,1012.116882,16.32257126,116.5673748,0.511893669,0,42.87593079,3.325366735,0,,,,,,,,,,,,,,
2000,1,6,6,30,0,0,0,0,0,0,-11,13.41623659,1012.683167,16.70243011,103.4394089,0.501455521,0,44.35631943,3.257672071,0,,,,,,,,,,,,,,
2000,1,6,7,30,0,0,0,1,0,1,-11,14.43893479,1013.219116,15.45671419,90.70372748,0.487213662,0,45.31177521,3.123477936,0,,,,,,,,,,,,,,
2000,1,6,8,30,82,326,147,80,377,155,-11,17.88141425,1014.071228,12.36486774,78.58336264,0.473451919,0,46.86738968,2.569683552,0,,,,,,,,,,,,,,
2000,1,6,9,30,118,609,352,128,618,366,-11,21.86854959,1014.778992,9.664758246,67.4095339,0.481217458,0,48.28368378,1.872164845,0,,,,,,,,,,,,,,
2000,1,6,10,30,161,649,508,155,738,549,-11,27.22995413,1014.365234,6.907817429,57.75237244,0.497536019,0,51.56806564,1.770862341,0,,,,,,,,,,,,,,
2000,1,6,11,30,178,716,634,170,798,679,-12,30.70016361,1013.386597,5.529586395,50.50034968,0.513100851,0,55.53445053,1.420154691,0,,,,,,,,,,,,,,
2000,1,6,12,30,157,806,709,177,822,740,-12,32.1483962,1012.198425,4.962720401,46.79261035,0.527896762,0,44.32091522,0.897263527,0,,,,,,,,,,,,,,
2000,1,6,13,30,172,782,701,176,818,729,-12,32.50039572,1011.245056,4.715582646,47.47027767,0.53506192,0,11.30731201,0.771163404,0,,,,,,,,,,,,,,
2000,1,6,14,30,180,680,596,167,783,645,-13,31.87081808,1010.503662,4.738517326,52.36301719,0.535100766,0,353.8630371,1.090169907,0,,,,,,,,,,,,,,
2000,1,6,15,30,152,619,458,148,707,497,-13,30.37828063,1010.092102,5.043777807,60.45284424,0.545818473,0,353.1722107,1.455415964,0,,,,,,,,,,,,,,
2000,1,6,16,30,144,414,282,116,557,301,-13,27.71359422,1010.529297,5.871394634,70.64465839,0.579116401,0,352.0073547,1.851997495,0,,,,,,,,,,,,,,
2000,1,6,17,30,57,64,66,58,254,92,-13,23.84114067,1010.905579,7.613595103,82.15263268,0.629756947,0,349.7264404,2.545857668,0,,,,,,,,,,,,,,
2000,1,6,18,30,0,0,0,0,0,0,-13,22.46370854,1011.953308,8.300406125,94.49067842,0.684757743,0,352.4826355,3.113720894,0,,,,,,,,,,,,,,
2000,1,6,19,30,0,0,0,0,0,0,-12,21.46954685,1012.639221,9.028352984,107.3609186,0.739022279,0,357.3574524,3.336637259,0,,,,,,,,,,,,,,
2000,1,6,20,30,0,0,0,0,0,0,-11,20.58746599,1013.218506,10.12786659,120.5819476,0.794016876,0,4.183662415,3.243807316,0,,,,,,,,,,,,,,
2000,1,6,21,30,0,0,0,0,0,0,-11,19.78797598,1012.842896,11.29746118,134.0356864,0.840666254,0,11.86008453,3.059998035,0,,,,,,,,,,,,,,
2000,1,6,22,30,0,0,0,0,0,0,-10,19.05713051,1012.768982,12.3739377,147.6401246,0.870196468,0,19.32772064,2.928791046,0,,,,,,,,,,,,,,
2000,1,6,23,30,0,0,0,0,0,0,-10,18.37793124,1011.977295,13.25824942,161.3279389,0.895270187,0,26.90702438,2.784826517,0,,,,,,,,,,,,,,
2000,1,7,0,30,0,0,0,0,0,0,-10,17.72558169,1011.511414,13.96742674,174.9374595,0.915307604,0,34.10242462,2.601148129,0,,,,,,,,,,,,,,
2000,1,7,1,30,0,0,0,0,0,0,-10,17.1441205,1011.153625,14.55602542,170.9586229,0.926477999,0,38.07158279,2.416689396,0,,,,,,,,,,,,,,
2000,1,7,2,30,0,0,0,0,0,0,-10,16.57813661,1010.809326,14.91254554,157.2749239,0.931293975,0,39.35799026,2.268899918,0,,,,,,,,,,,,,,
2000,1,7,3,30,0,0,0,0,0,0,-10,16.05720471,1010.446228,15.09845989,143.6021187,0.926006908,0,40.64950562,2.19650054,0,,,,,,,,,,,,,,
2000,1,7,4,30,0,0,0,0,0,0,-10,15.56323988,1010.60022,15.22816274,130.0314987,0.914320188,0,44.53552246,2.148976564,0,,,,,,,,,,,,,,
2000,1,7,5,30,0,0,0,0,0,0,-11,15.13567327,1010.93219,15.25258724,116.6318542,0.901798474,0,53.72373581,2.111492872,0,,,,,,,,,,,,,,
2000,1,7,6,30,0,0,0,0,0,0,-11,14.77180488,1011.548157,15.17159707,103.4932977,0.892957466,0,68.13414001,2.105474949,0,,,,,,,,,,,,,,
2000,1,7,7,30,0,0,0,1,0,1,-11,16.06836869,1011.858276,13.52853407,90.74454847,0.892578921,0,87.04637146,2.177591085,0,,,,,,,,,,,,,,
2000,1,7,8,30,80,337,147,78,357,149,-12,19.85490991,1012.477661,10.49301024,78.60668613,0.902326141,0,104.5771179,2.154379606,0,,,,,,,,,,,,,,
