Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,13719,-,-,India,23.95,71.15,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2002,6,12,8,30,209,364,403,220,369,416,22,36.33032685832046,999.7575073242188,45.467637410243064,57.94631365947732,4.223972758997531,0.0,260.857177734375,2.9442267417907715,0
2002,6,12,9,30,268,482,612,268,482,612,21,39.4691739011231,999.9611206054688,35.61696740889695,44.5049246391629,4.3516666169688545,0.0,255.7881317138672,2.846147060394287,0
2002,6,12,10,30,298,552,772,298,552,772,20,42.027304430021786,999.7192993164062,28.528593501952642,30.914069580695802,4.501450018499528,0.0,249.85060119628906,2.774292230606079,0
2002,6,12,11,30,316,592,882,316,592,882,19,43.3179567314142,999.09375,25.11107833330066,17.234458983295767,4.640614003363653,0.0,244.37286376953125,2.750796318054199,0
2002,6,12,12,30,323,608,930,323,608,930,18,44.42041114650016,998.1759033203125,23.190836943809384,3.570916596927347,4.746727852468855,0.0,240.55316162109375,2.7993760108947754,0
2002,6,12,13,30,321,602,914,321,602,914,18,44.8393793513369,997.200439453125,22.47658824647922,10.298458305101022,4.809435746931739,0.0,237.8728485107422,2.934112548828125,0
2002,6,12,14,30,308,574,833,308,574,833,18,44.65649751852095,996.3514404296875,22.56719794337378,23.997505480245394,4.856862587740042,0.0,233.28237915039062,3.3010692596435547,0
2002,6,12,15,30,284,519,695,284,519,695,18,43.48255135027114,995.6618041992188,24.077949969552876,37.639100749066905,4.89538671773378,0.0,227.87045288085938,3.8371033668518066,0
2002,6,12,16,30,236,428,505,245,429,515,18,41.98435108864112,995.4562377929688,26.67118457663682,51.16252559109938,4.945329222001704,0.0,223.01913452148438,4.5101165771484375,0
2002,6,12,17,30,189,257,300,186,288,311,19,39.670270799481045,995.9446411132812,31.24314119227784,64.49992350624099,4.981772109602549,0.0,219.8954315185547,5.176165580749512,0
2002,6,12,18,30,89,41,98,93,92,113,20,37.435283024133184,996.4532470703125,36.851883393462295,77.55695385756371,4.983750148924382,0.0,218.79615783691406,5.682175159454346,0
2002,6,12,19,30,0,0,0,0,0,0,21,35.799812138238224,997.3514404296875,42.2714106898903,90.18932184426072,4.921897120155084,0.0,219.49612426757812,5.8700103759765625,0
2002,6,12,20,30,0,0,0,0,0,0,21,34.52449469455354,997.9490356445312,47.414241597170715,102.18743888727826,4.826485882576406,0.0,222.57843017578125,5.6303391456604,0
2002,6,12,21,30,0,0,0,0,0,0,22,33.60663301973648,998.4188842773438,51.548275404492486,113.17661141558166,4.751520327971559,0.0,225.52105712890625,5.37212610244751,0
2002,6,12,22,30,0,0,0,0,0,0,22,32.84487377065784,998.1655883789062,55.16183435720211,122.5695378371826,4.69490824701647,0.0,228.33013916015625,5.250636100769043,0
2002,6,12,23,30,0,0,0,0,0,0,23,32.18638848988991,997.7841796875,58.64082821614042,129.45836553403439,4.64330021697368,0.0,232.59097290039062,5.176451683044434,0
2002,6,13,0,30,0,0,0,0,0,0,23,31.633240115903448,997.2276611328125,61.70767644320448,132.72882917590948,4.566989104501645,0.0,238.61727905273438,5.148296356201172,0
2002,6,13,1,30,0,0,0,0,0,0,23,31.103968744852637,996.4047241210938,64.37627541924074,131.6385735278198,4.460275958118583,0.0,245.97543334960938,5.01746129989624,0
2002,6,13,2,30,0,0,0,0,0,0,23,30.71609162365513,995.917724609375,66.28591935218935,126.45415457630962,4.368820699959964,0.0,251.88739013671875,4.753078460693359,0
2002,6,13,3,30,0,0,0,0,0,0,23,30.388245865003682,996.1460571289062,68.05964047242895,118.2009882023939,4.3319480321860295,0.0,255.8019256591797,4.385369777679443,0
2002,6,13,4,30,0,0,0,0,0,0,23,30.056785126256955,996.518798828125,69.79056615757422,107.93123019066242,4.383326663178862,0.0,256.8974609375,3.870682954788208,0
2002,6,13,5,30,0,0,0,0,0,0,24,29.89170311320521,997.2452392578125,71.00078165757672,96.39185814012524,4.5013507638803265,0.0,253.98458862304688,3.310540199279785,0
