Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,13719,-,-,India,23.95,71.15,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2007,1,1,0,30,0,0,0,0,0,0,-4,12.005797269658729,1012.0365600585938,31.428678689891754,175.69864494638847,0.5879102577297314,0.0,4.7483062744140625,4.324206829071045,0
2007,1,1,1,30,0,0,0,0,0,0,-4,11.121933730533101,1012.0230102539062,33.57357844541824,170.4260370915718,0.584137142083775,0.0,5.79180908203125,4.16612434387207,0
2007,1,1,2,30,0,0,0,0,0,0,-4,10.310031761934795,1011.7420043945312,35.89053520647149,156.72815667397845,0.5906181619550842,0.0,8.536239624023438,4.050904750823975,0
2007,1,1,3,30,0,0,0,0,0,0,-3,9.592432264942772,1011.8487548828125,38.45469870712277,143.0803337059364,0.6041604373093201,0.0,11.976089477539062,3.970614433288574,0
2007,1,1,4,30,0,0,0,0,0,0,-3,8.935286424550497,1012.0987548828125,41.357291710672285,129.5459645910949,0.6193185197531901,0.0,15.016998291015625,3.8649890422821045,0
2007,1,1,5,30,0,0,0,0,0,0,11,15.617692370622592,1012.8920288085938,74.40104264381625,116.21259061124559,2.0624217934169726,0.0,326.66705322265625,0.3528577983379364,0
2007,1,1,6,30,0,0,0,0,0,0,10,15.249020882279524,1014.0410766601562,73.55854133298745,103.12880989128962,2.048804187024147,0.0,299.683349609375,0.3892684280872345,0
2007,1,1,7,30,0,0,0,1,0,1,12,16.270925807447156,1014.8805541992188,76.85914826462155,90.44844776786911,2.0130253913786147,0.0,282.7497253417969,0.41343244910240173,0
2007,1,1,8,30,90,234,138,80,312,143,11,19.007153495461353,1015.7095336914062,63.52840349600544,78.40221713459215,1.9664716413304504,0.0,273.7629699707031,0.4184176027774811,0
2007,1,1,9,30,131,539,339,131,539,339,11,22.860891781024407,1016.4985961914062,49.65174830672242,67.32635005589933,1.9303991496025128,0.0,283.4578857421875,0.6731478571891785,0
2007,1,1,10,30,160,659,511,160,659,511,11,26.647022714604304,1016.0095825195312,38.493466519943986,57.800702220377765,1.9009717709186988,0.0,296.2481384277344,1.5901548862457275,0
2007,1,1,11,30,240,528,575,176,722,634,11,28.203648541373923,1015.0408935546875,34.68132013056973,50.71699968565338,1.863097656679691,0.0,300.19671630859375,1.9078197479248047,0
2007,1,1,12,30,206,694,678,183,748,692,10,28.95602995622494,1013.6051635742188,32.54869808656793,47.194930430888,1.8213355821361903,0.0,303.7911376953125,2.0667665004730225,0
2007,1,1,13,30,196,698,663,182,743,679,10,29.096002939186747,1012.7131958007812,31.337507851776497,48.02760938952937,1.7824738046215303,0.0,307.5103759765625,2.164854049682617,0
2007,1,1,14,30,181,681,591,172,707,597,9,28.52177022132139,1012.2971801757812,31.136822047400447,53.00971865490783,1.7505829516939988,0.0,314.2529602050781,2.241647958755493,0
2007,1,1,15,30,170,550,436,151,628,455,9,27.266703774957477,1012.1256713867188,32.29467775892007,61.13183175308586,1.7203673850128887,0.0,322.1085205078125,2.247053861618042,0
2007,1,1,16,30,146,364,263,116,477,269,9,25.22150304679508,1012.3162841796875,38.03567328404162,71.32387947444715,1.6989278836735122,0.0,333.54248046875,2.2717947959899902,0
2007,1,1,17,30,48,25,52,52,187,75,11,22.509832961821417,1013.0552368164062,49.75261028892887,82.8177665229242,1.6908211412890557,0.0,346.9612121582031,2.56907320022583,0
2007,1,1,18,30,0,0,0,0,0,0,10,21.329324928688663,1013.9107055664062,51.45158910890818,95.13649594373547,1.6816978531061555,0.0,357.9107666015625,2.9603042602539062,0
2007,1,1,19,30,0,0,0,0,0,0,9,20.43102553335177,1014.4158325195312,51.105475540611344,107.98580850626233,1.6672356047778534,0.0,5.569190979003906,3.227433919906616,0
2007,1,1,20,30,0,0,0,0,0,0,8,19.564513438898132,1015.1214599609375,50.306835348296474,121.18604327330135,1.64907062463341,0.0,9.957496643066406,3.342158794403076,0
2007,1,1,21,30,0,0,0,0,0,0,7,18.718292202565692,1015.0648193359375,49.45623111593966,134.62001496046432,1.6446025825946773,0.0,13.045684814453125,3.40029239654541,0
2007,1,1,22,30,0,0,0,0,0,0,7,17.921491853323914,1015.0208129882812,49.070831528696836,148.2069719698917,1.6297378724393068,0.0,16.237709045410156,3.4208741188049316,0
2007,1,1,23,30,0,0,0,0,0,0,6,17.13864274760664,1014.6965942382812,49.48483936208563,161.884392134968,1.6076674518319145,0.0,19.688125610351562,3.3822834491729736,0
2007,1,2,0,30,0,0,0,0,0,0,6,16.386506341006225,1014.6611328125,50.675251533264856,175.54427348836617,1.5795787049977141,0.0,22.831809997558594,3.2949132919311523,0
2007,1,2,1,30,0,0,0,0,0,0,5,15.679243702355791,1014.2711791992188,52.33300353938741,170.54752248386515,1.5482567411218195,0.0,24.485061645507812,3.190951347351074,0
2007,1,2,2,30,0,0,0,0,0,0,5,14.986667147853495,1013.8340454101562,53.77438438237378,156.8500185337482,1.5276132615363132,0.0,23.389930725097656,3.1938159465789795,0
2007,1,2,3,30,0,0,0,0,0,0,5,14.317795622484311,1013.913330078125,55.19308572039397,143.1972459077993,1.5069014001487178,0.0,21.014854431152344,3.2200613021850586,0
2007,1,2,4,30,0,0,0,0,0,0,5,13.660494056962648,1014.2208251953125,56.69190667742407,129.656109777396,1.4916997264949428,0.0,18.708030700683594,3.2163584232330322,0
2007,1,2,5,30,0,0,0,0,0,0,4,13.059316591224217,1014.7048950195312,58.02112191568052,116.29358824320977,1.4818219325445057,0.0,16.731887817382812,3.1889894008636475,0
2007,1,2,6,30,0,0,0,0,0,0,4,12.52889168714205,1015.4998779296875,59.200100194550146,103.20123566645891,1.4735384788722996,0.0,15.08612060546875,3.1385746002197266,0
2007,1,2,7,30,0,0,0,1,0,1,5,13.23689469473834,1016.4752197265625,57.44592926060871,90.50973277966126,1.4626241117630638,0.0,14.953781127929688,3.024315595626831,0
2007,1,2,8,30,81,320,145,81,320,145,4,15.791391291334094,1017.3239135742188,46.839519294512556,78.4492179942822,1.4471707493405064,0.0,17.073509216308594,2.4782328605651855,0
2007,1,2,9,30,132,551,345,132,551,345,5,19.39286440846331,1018.0844116210938,40.296514814435284,67.35384718394668,1.4072605045837654,0.0,14.783744812011719,1.957354187965393,0
2007,1,2,10,30,162,673,520,162,673,520,4,24.058042636414825,1017.5239868164062,28.48823744998679,57.801686655150334,1.3669353425317066,0.0,356.0414733886719,2.0184834003448486,0
2007,1,2,11,30,175,721,632,178,736,645,3,26.44359929090143,1016.3106689453125,23.3469361324004,50.68353241375983,1.3228812115582826,0.0,337.81561279296875,2.1927974224090576,0
2007,1,2,12,30,217,667,671,185,763,705,3,27.151544644297985,1015.3639526367188,22.378135747610763,47.122661346257374,1.2707275799513131,0.0,331.688720703125,2.308687210083008,0
2007,1,2,13,30,187,741,684,184,759,693,3,27.17658107388354,1014.6127319335938,21.818702981839486,47.92181400310259,1.218882009684374,0.0,330.4834899902344,2.4461352825164795,0
2007,1,2,14,30,189,655,585,174,724,611,2,26.553159594029466,1014.07763671875,21.837883462662905,52.88323068595992,1.1708172803625652,0.0,330.14434814453125,2.566333532333374,0
2007,1,2,15,30,166,563,439,154,645,467,2,25.29046237414485,1013.7896118164062,22.780725697029823,60.99638977861841,1.1378154779776868,0.0,331.1477966308594,2.6431775093078613,0
2007,1,2,16,30,147,372,267,118,494,278,3,23.191095764778368,1014.1107788085938,28.61024950333504,71.18643752687876,1.1072428265018885,0.0,336.4896240234375,2.6065080165863037,0
2007,1,2,17,30,50,31,54,54,200,79,6,20.3231463161286,1014.3441162109375,41.22154345538669,82.68167389027442,1.0788864475275108,0.0,344.3907165527344,2.6222362518310547,0
2007,1,2,18,30,0,0,0,0,0,0,6,19.15568842945021,1014.646240234375,44.281590414857206,95.00318042745194,1.05186925661294,0.0,351.9521484375,2.6503100395202637,0
2007,1,2,19,30,0,0,0,0,0,0,6,18.347182209358948,1015.1731567382812,44.99777984489873,107.85584771364287,1.0316224163534515,0.0,357.06097412109375,2.6780622005462646,0
2007,1,2,20,30,0,0,0,0,0,0,5,17.62026482245068,1015.5045166015625,44.6912749506155,121.05960906867368,1.0217620055189516,0.0,0.6606292724609375,2.874096393585205,0
2007,1,2,21,30,0,0,0,0,0,0,4,16.89192270614501,1015.6753540039062,44.195826310824245,134.49706964926435,1.0111221632395782,0.0,3.2511978149414062,3.108588695526123,0
2007,1,2,22,30,0,0,0,0,0,0,3,16.14575622673476,1015.572998046875,44.1402627386812,148.08724656401296,1.002740282984779,0.0,5.348670959472656,3.2650599479675293,0
2007,1,2,23,30,0,0,0,0,0,0,3,15.421384984598149,1015.328857421875,44.55276024377582,161.7668410686756,0.995773306202935,0.0,7.9294586181640625,3.3150715827941895,0
2007,1,3,0,30,0,0,0,0,0,0,3,14.677910859863857,1015.3304443359375,45.799517917356305,175.418894048061,0.9921652411634009,0.0,11.331390380859375,3.251519203186035,0
2007,1,3,1,30,0,0,0,0,0,0,2,13.960087905329942,1014.8848876953125,47.43898028660444,170.64134045598917,0.9890734723858785,0.0,15.236679077148438,3.1129112243652344,0
2007,1,3,2,30,0,0,0,0,0,0,2,13.270141612626901,1014.4024658203125,49.29438945996837,156.94488343026265,0.9851888093759394,0.0,20.931846618652344,2.935659408569336,0
2007,1,3,3,30,0,0,0,0,0,0,2,12.640839579288013,1013.91796875,51.195382432725864,143.28795779984935,0.9982124228068079,0.0,26.713768005371094,2.753498077392578,0
2007,1,3,4,30,0,0,0,0,0,0,2,12.08782312833938,1013.9876098632812,52.85078186691696,129.74102850675922,1.015949856838395,0.0,31.040054321289062,2.589606761932373,0
2007,1,3,5,30,0,0,0,0,0,0,2,11.608547174728983,1014.4609375,54.3199549536243,116.37126491650974,1.0360432254324397,0.0,33.264068603515625,2.4507813453674316,0
2007,1,3,6,30,0,0,0,0,0,0,2,11.191057622567598,1015.0158081054688,55.51490811633795,103.26987948599935,1.0586678110530936,0.0,34.070438385009766,2.3290016651153564,0
2007,1,3,7,30,0,0,0,1,0,1,3,12.274979408620311,1015.7176513671875,56.382979182500456,90.56675408980396,1.0867301579528885,0.0,35.797019958496094,2.1976234912872314,0
2007,1,3,8,30,84,303,145,81,326,147,2,15.279599739939727,1016.67724609375,43.02241588535669,78.4912817132183,1.1228495469344713,0.0,37.907073974609375,1.7095144987106323,0
2007,1,3,9,30,133,540,341,133,558,348,3,18.77775047866959,1017.6439819335938,35.699082818367486,67.37568637304058,1.1532030612898,0.0,33.045555114746094,1.0754002332687378,0
2007,1,3,10,30,166,636,505,162,678,524,2,23.46430096434449,1017.4561767578125,25.710372714048614,57.79624177577746,1.1810833417965143,0.0,2.0567474365234375,0.9995272755622864,0
2007,1,3,11,30,175,722,633,179,740,648,1,25.999225481665803,1016.725341796875,20.715214275515077,50.64295652188266,1.2001790937039958,0.0,338.2842102050781,1.258937120437622,0
2007,1,3,12,30,194,714,681,186,765,707,1,26.834622926801615,1015.5059814453125,19.73448731996308,47.04300225984903,1.212491144081663,0.0,328.7967224121094,1.4917385578155518,0
2007,1,3,13,30,194,705,668,184,760,695,1,26.893925198804595,1014.6671142578125,19.440217136603163,47.80904249604607,1.2158595587786318,0.0,326.1262512207031,1.7731218338012695,0
2007,1,3,14,30,181,672,588,174,724,613,1,26.279920947572293,1013.9576416015625,19.84264828318162,52.75077844304173,1.2037868138264916,0.0,332.1348876953125,2.074889898300171,0
